Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
15397,7/12/19,"Sophia Snow House, Inc.",Electronic,,55,Yes,,,,Yes,,
15398,7/12/19,"Zero Technologies, LLC.",Electronic,Yes,250,,,,Yes,,,
15388,7/12/19,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
15389,7/12/19,Oberlin College,Electronic,Yes,114,Yes,,,,Yes,,
15390,7/12/19,Main Street Bank,Electronic,,2,,,,Yes,,,
15391,7/12/19,Penobscot Community Health Care,Electronic,,2,,,,Yes,Yes,,
15392,7/12/19,"Epoch Senior Living, LLC",Electronic,,952,Yes,,,,Yes,,
15393,7/12/19,North Shore Medical Center,Electronic,Yes,1,Yes,,,,Yes,,
15536,7/13/19,Shelburne Senior Center,Electronic,Yes,2,Yes,,,,Yes,,
15401,7/15/19,"Northwood, Inc.",Electronic,Yes,1518,Yes,,,Yes,Yes,,
15402,7/15/19,"Natera, Inc.",Electronic,,4,,,,Yes,Yes,,
15403,7/15/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15404,7/15/19,"Citybank, N.A.",Paper,Yes,1,,,,Yes,Yes,,
15394,7/15/19,"Applied Ecological Services, Inc",Electronic,Yes,4,Yes,,Yes,,Yes,,
15399,7/15/19,Attunity: A Division of Qlik,Electronic,,66,Yes,,Yes,,Yes,,
15406,7/15/19,Eastern Bank,Electronic,,104,,,,Yes,,,
15407,7/15/19,The Cooperative Bank of Cape Cod,Electronic,,181,,Yes,,Yes,,,
15408,7/16/19,Standard Insurance Company,Electronic,,73,,,,,Yes,,
15409,7/16/19,Lincoln University of the Commonwealth System of Higher Education,Paper,Yes,18,Yes,,,,Yes,,
15405,7/16/19,Quest Diagnostics Incorporated,Electronic,,123978,Yes,Yes,,Yes,Yes,,
15410,7/17/19,Principal Financial Group,Electronic,Yes,1,Yes,,,,Yes,,
15411,7/17/19,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",Electronic,,1,,,,Yes,,,
15412,7/17/19,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
15413,7/17/19,Laboratory Corporation of America Holdings,Electronic,,750,Yes,Yes,,,Yes,,
15414,7/17/19,"Wells Fargo Bank, N.A",Electronic,Yes,2,,Yes,,,Yes,,
15415,7/17/19,"C&S Wholesale Grocers, Inc.",Electronic,Yes,1516,Yes,,,,Yes,,Yes
15416,7/17/19,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
15417,7/17/19,"Audrey Golden Associates, Ltd.",Electronic,Yes,4,Yes,Yes,Yes,Yes,Yes,,
15418,7/17/19,"Maddox Electric Company, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
15419,7/17/19,"Royal Alliancee Advisors, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
15247,7/17/19,dataxu Inc.,Electronic,Yes,275,Yes,Yes,Yes,,Yes,,
15420,7/18/19,Adams Community Bank,Electronic,,3,,,,Yes,,,
15421,7/18/19,Citizens Financial Group,Electronic,,5,Yes,Yes,,,Yes,,
15422,7/18/19,The Northwestern Mutual Life Insurance Company,Paper,Yes,1,Yes,Yes,Yes,,Yes,,
15425,7/18/19,"Fossil Group, Inc.",Electronic,,37,,,,Yes,,,
15426,7/19/19,Oregon State University,Electronic,,2,Yes,,,,Yes,,
15427,7/19/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15428,7/19/19,UNIVERSITY OF VERMONT,Electronic,,127,,,,Yes,Yes,,
15429,7/19/19,"The Party Source, Inc.",Electronic,Yes,5,,,,Yes,,,
15423,7/19/19,Winchester Savings Bank,Electronic,,5,,,,Yes,,,
15424,7/19/19,"Dallas Computer Services, Inc.",Electronic,,10,,,Yes,,Yes,,
15431,7/19/19,Napa Valley Lodge,Electronic,,1,,,,Yes,,,
15432,7/19/19,Webster Five Cents Savings Bank,Electronic,,16,,,,Yes,,,
15433,7/19/19,Americares,Electronic,,10,Yes,Yes,,,Yes,,
15434,7/22/19,American Express Travel Related Services Company,Electronic,,930,,,,Yes,,,
15435,7/22/19,Brigham Healt,Electronic,Yes,5,Yes,,,,Yes,,
15436,7/22/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15437,7/22/19,Citi Private Bank,Electronic,,6,,Yes,,,Yes,,
15430,7/22/19,Raymond James Financial,Electronic,Yes,2,Yes,,,,Yes,,
15476,7/23/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15438,7/23/19,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
15439,7/23/19,Teamsters Local 170 H & W Fund,Paper,Yes,2,Yes,,,,Yes,,
15440,7/23/19,Lincoln Financial Group,Electronic,Yes,1,Yes,,,,Yes,,
15441,7/23/19,Northern Star Council,Electronic,Yes,1,,Yes,,,Yes,,
15442,7/23/19,Graeter's Ice Cream Company,Electronic,Yes,212,,,,Yes,,,
15443,7/23/19,Bank of the West,Electronic,Yes,1,,Yes,,,Yes,,
15444,7/23/19,Scrapbook.com LLC,Electronic,,21,,,,Yes,,,
15445,7/24/19,"Woodstream Corporation, a subsidiary of Walnut Parent, Inc",Electronic,Yes,1,Yes,,,,Yes,,
15446,7/24/19,"Wells Fargo Bank, N.A.",Paper,Yes,2,,Yes,,,Yes,,
15447,7/24/19,Zippy Shell Incorporated,Electronic,Yes,1,,,,Yes,,,
15448,7/25/19,Rockland Trust,Paper,,2,,Yes,,,Yes,,
15449,7/25/19,Rockland Trust,Paper,,1,,Yes,,,Yes,,
15450,7/25/19,Rockland Trust,Paper,,1,,Yes,,,Yes,,
15451,7/25/19,Rockland Trust,Electronic,,1,,Yes,,,,,
15452,7/25/19,Rockland Trust,Paper,,2,,Yes,,,Yes,,
15453,7/25/19,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
15454,7/25/19,Rockland Trust,Electronic,,1,,Yes,,,,,
15455,7/25/19,Intuit Inc.,Electronic,,50,Yes,,Yes,,,,
15456,7/25/19,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
15457,7/25/19,Rockland Trust,Paper,,1,,Yes,,,Yes,,
15458,7/25/19,Rockland Trust,Paper,,1,,Yes,,,Yes,,
15459,7/26/19,"American Express Travel Related Services Company, Inc.",Electronic,,64,,,,Yes,,,
15474,7/26/19,Winchester Savings Bank,Electronic,Yes,1,,,,Yes,,,
15479,7/26/19,Main Street Bank,,,1,,,,Yes,,,
15461,7/26/19,"Viability, Inc",Electronic,Yes,333,Yes,,,,Yes,,
15462,7/26/19,"ANSYS, Inc.",Electronic,Yes,4,,Yes,,,,,
15463,7/26/19,"CompuNet Clinical Laboratories, LLC",Electronic,,16,Yes,,,Yes,Yes,,
15464,7/26/19,"Robert W. Woodruff Arts Center, Inc.",Electronic,Yes,20,Yes,,,,Yes,,
15465,7/26/19,"Spinal Technology, Inc.",Electronic,Yes,49,Yes,,,,Yes,,
15466,7/26/19,"Impact Partnership, LLC",Electronic,,6,Yes,Yes,Yes,,Yes,,
15467,7/26/19,Pershing LLC,Electronic,Yes,11,Yes,Yes,,,Yes,,
15468,7/26/19,Massachusetts Department of Transportation,Electronic,,19,,,Yes,,,,
15469,7/26/19,Florida A & M University Federal Credit Union,Electronic,,3,,Yes,,,Yes,,
15470,7/29/19,Savers Bank,Electronic,,69,,,,Yes,,,
15471,7/29/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15472,7/29/19,Main Street Bank,Electronic,,2,,,,Yes,,,
15473,7/29/19,"Zions Bancorporation, N.A.",Electronic,Yes,31,Yes,Yes,,,Yes,,
15475,7/29/19,"L. Knife & Son, Inc.",Electronic,Yes,383,Yes,,,,Yes,,
15477,7/29/19,Trusted Tours & Attractions,Electronic,,1394,,,,Yes,,,
15478,7/30/19,"Third Party incident reported by American Express Travel Related Services Company, Inc.",Electronic,,16,,,,Yes,,,
15480,7/30/19,"BioReference Laboratories, Inc.",Electronic,,32,,,,Yes,Yes,,
15481,7/30/19,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
15482,7/30/19,Discover Financial Services Inc.,Electronic,,479,,,,Yes,,,
15485,7/30/19,Discover Financial Services Inc.,Electronic,,16,,,,Yes,,,
15489,7/30/19,Discover Financial Services Inc.,Electronic,,5,,,,Yes,Yes,,
15486,7/31/19,"SaveDay, Inc.",Electronic,,86,Yes,,,,Yes,,
15487,7/31/19,American Board of Medical Specialties,Electronic,Yes,3,Yes,Yes,,,Yes,,
15488,7/31/19,City Abstract LLC,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
15483,7/31/19,Tier10 Marketing LLC,Electronic,,1,Yes,,,,Yes,,
15484,7/31/19,Northeast Rehabilitation Hospital Network,Electronic,Yes,1,,Yes,,,,,
15491,7/31/19,Aires,Electronic,,15,Yes,Yes,Yes,,Yes,,
15492,8/1/19,Bank of America,Electronic,Yes,6,Yes,,,,Yes,,
15490,8/1/19,Mansfield Energy Corp.,Electronic,,3,Yes,,,,Yes,,
15506,8/1/19,Riggs Wealth Management,Electronic,,1,Yes,Yes,,,Yes,,
15507,8/1/19,Covia Holdings Corporation,Electronic,,8,,Yes,Yes,,Yes,,
15508,8/1/19,"American Express Travel Related Services Company, Inc.",Electronic,,228,,,,Yes,,,
15504,8/2/19,Mount Sinai Health System,Electronic,,26,,Yes,,Yes,Yes,,
15493,8/2/19,WINCHESTER SAVINGS BANK,Electronic,,2,,,,,,,
15494,8/2/19,Watertown Savings Bank,Electronic,,2,,,,Yes,,,
15495,8/2/19,"SOUTHERN TITLE, INC.",Electronic,Yes,4,Yes,,Yes,,Yes,,
15496,8/2/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15497,8/2/19,Cape Cod Five,Paper,Yes,1,,Yes,,,Yes,,
15498,8/2/19,Cape Cod Five,Electronic,Yes,2,,Yes,,,,,
15499,8/2/19,Sark Technologies LLC,Electronic,Yes,2166,,,,Yes,Yes,,
15500,8/2/19,Presbyterian Healthcare Services,Electronic,Yes,2,Yes,,,,Yes,,
15501,8/2/19,National Baseball Hall of Fame and Museum,Electronic,Yes,213,,,,Yes,,,
15502,8/2/19,Wisconsin Diagnostic Labratories,Electronic,,1,,,,Yes,,,
15503,8/5/19,The Village Bank,Electronic,,1,,,,Yes,,,
15505,8/5/19,Nelnet,Paper,Yes,1,,Yes,,,,,
15509,8/5/19,Adams Community Bank,Electronic,,2,,Yes,,,,,
15510,8/5/19,Greek Orthodox Archdiocese of America,Electronic,,25,Yes,Yes,Yes,Yes,Yes,,
15511,8/5/19,Bank of the West,Electronic,Yes,1,,Yes,,,Yes,,
15512,8/5/19,TBI Mortgage Company,Electronic,,230,Yes,,,,Yes,,
15513,8/5/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15514,8/5/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15515,8/5/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15516,8/5/19,Ameritas Life Insurance Company,Electronic,,5,Yes,,,,Yes,,
15517,8/5/19,"U.S. Xpress Enterprises, Inc.",Electronic,,1,,,Yes,,Yes,,
15530,8/5/19,Mutual One Bank,Undefined,Yes,1,,,,Yes,,,
15519,8/5/19,"JoFit, LLC",Electronic,,82,,,,Yes,,,
15520,8/6/19,Dedham Savings,Electronic,,12,,,,Yes,Yes,,
15521,8/6/19,"Ameriprise Financial, Inc",Electronic,Yes,8,Yes,,,,Yes,,
15518,8/6/19,"Pinnacle Property Management Services, LLC",Paper,,2,Yes,Yes,,,Yes,,
15522,8/7/19,KeyBank,Electronic,Yes,1,Yes,Yes,,,Yes,,
15524,8/7/19,"American Express Travel Related Services Company, Inc.",Electronic,,33,,,,Yes,,,
15525,8/7/19,JPMorgan Chase Bank NA,Paper,,2,Yes,Yes,,,Yes,,
15526,8/7/19,Tali Corportation,Electronic,,1,,,,Yes,,,
15527,8/7/19,Bank of America,Electronic,Yes,2,Yes,Yes,,,Yes,,
15528,8/8/19,St. Croix Hospice,Electronic,,1,Yes,,,,,,
15529,8/8/19,"Cable One, Inc.",Electronic,,1,Yes,,,,Yes,,
15523,8/8/19,Nelnet Loan Servicing,Paper,,1,,,,,,,
15532,8/8/19,Fidelity Brokerage Services LLC,Paper,Yes,19,Yes,Yes,,,Yes,,
15533,8/9/19,Adams Community Bank,Electronic,,1,,Yes,,Yes,,,
15534,8/9/19,"Clayton Dubilier & Rice, LLC",Electronic,Yes,1,,Yes,,,,,
15535,8/9/19,"Anvil Accounting Services, LLC",Electronic,Yes,2,Yes,,,,Yes,,
15531,8/9/19,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
15544,8/9/19,Genworth Financial,Paper,Yes,2,Yes,,,,Yes,,
15539,8/12/19,"Olsson, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,Yes
15540,8/12/19,Capital One,Electronic,Yes,7077,Yes,Yes,,Yes,Yes,,
15542,8/12/19,ST. MARY'S CREDIT UNION,Electronic,,1,,Yes,,Yes,,,
15543,8/12/19,"SaveDay, Inc.",Electronic,,86,Yes,,,,Yes,,
15541,8/13/19,The Northwestern Mutual Life Insurance Company,Electronic,Yes,1,Yes,,,,Yes,,
15545,8/13/19,Genworth,Electronic,Yes,1,,Yes,,,Yes,,
15546,8/13/19,"American Express Travel Related Services Company, Inc",Electronic,,4,,,,Yes,,,
15537,8/13/19,The Village Bank,Electronic,,1,,,,Yes,,,
15547,8/14/19,"Anvil Accounting Services, LLC filing on behalf of Delighted By Hummus",Electronic,,2,Yes,Yes,Yes,,Yes,,
15548,8/14/19,ST. MARY'S CREDIT UNION,Electronic,,1,,Yes,,Yes,,,
15549,8/14/19,Medical College of Wisconsin,Electronic,Yes,8,Yes,,,,Yes,,
15550,8/14/19,"Tufts Benefit Administrators, Inc., d/b/a Tufts Health Plan",Electronic,,2,Yes,,,,Yes,,
15551,8/14/19,"Tufts Associated Health Plans, Inc. d/b/a Tufts Health Plan",Electronic,,24,Yes,,,,Yes,,
15552,8/14/19,Marks & Associates,Electronic,Yes,9,Yes,,,,,,
15553,8/14/19,Eastern Bank,Undefined,Yes,80,,,,Yes,,,
15555,8/15/19,Edinboro University Student Government Association,Electronic,Yes,4,Yes,,,,Yes,,
15559,8/15/19,Savers Bank,Electronic,,1,,,,Yes,,,
15561,8/15/19,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",Electronic,,1,,,,Yes,,,
15565,8/15/19,TDT CPAs,Electronic,Yes,1,Yes,,,,Yes,,
15569,8/15/19,ST. MARY'S CREDIT UNION,Electronic,,1,,Yes,,Yes,,,
15570,8/15/19,"Enterprise Rent-A-Car of Boston, LLC",Paper,Yes,1,Yes,Yes,,Yes,Yes,,
15571,8/16/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15567,8/16/19,Wind River Environmental LLC,Electronic,Yes,166,Yes,Yes,Yes,,Yes,,
15568,8/16/19,Winchester Savings Bank,Electronic,,5,,Yes,,Yes,,,
15573,8/16/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15562,8/16/19,Virginia Gay Hospital,Electronic,Yes,2,Yes,,,,Yes,,
15560,8/16/19,Spaulding Rehabilitation Network,Paper,Yes,1,,,,,Yes,,
15556,8/16/19,The Baptist Foundation of Oklahoma,Electronic,Yes,1,Yes,,,,Yes,,
15557,8/16/19,WINCHESTER SAVINGS BANK,Electronic,,5,,Yes,,Yes,,,
15558,8/16/19,Bankers Life and Casualty Company,Paper,Yes,1,Yes,,,,Yes,,
15581,8/16/19,McNeil & Company Inc.,Electronic,Yes,5,,,Yes,,Yes,,
15601,8/16/19,Main Street Bank,Undefined,,1,,,,Yes,,,
15564,8/16/19,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
15576,8/19/19,The Village Bank,Electronic,,2,,,,Yes,,,
15578,8/19/19,Cleveland Clinic Foundation,Electronic,Yes,1,Yes,,,,Yes,,
15579,8/19/19,"FireKing Security Group, LLC",Electronic,Yes,1,,,,Yes,,,
15580,8/19/19,"Borough of Fair Lawn, NJ",Electronic,,7,Yes,,,,Yes,,
15574,8/19/19,St. Mary's Credit Union,Electronic,,1,,Yes,,Yes,,,
15575,8/20/19,The Village Bank,Electronic,,1,,,,Yes,,,
15577,8/20/19,University of New England,Electronic,Yes,1,Yes,,,,Yes,,
15582,8/20/19,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
15583,8/20/19,"Espresso Parts, LLC",Electronic,,15,,,,Yes,Yes,,
15584,8/20/19,Market Street Trust Company,Electronic,Yes,19,Yes,Yes,Yes,,Yes,,
15585,8/20/19,Alight Solutions LLC,Electronic,Yes,847,Yes,,,,Yes,,
15586,8/21/19,The Village Bank,Electronic,,2,,,,Yes,,,
15587,8/21/19,"American Express Travel Related Services Company, Inc",Electronic,,20,,,,Yes,,,
15588,8/21/19,The Provident Bank,Electronic,Yes,1,,Yes,,,,,
15589,8/21/19,"American Express Travel Related Services Company, Inc.",Electronic,,9,,,,Yes,,,
15604,8/21/19,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
15602,8/21/19,"American Express Travel Related Services Company, Inc",Electronic,,20,,,,Yes,,,
15603,8/22/19,DEDHAM SAVINGS,Electronic,,7,,,,Yes,,,
15605,8/22/19,"Tufts Benefit Administrators, Inc",Electronic,Yes,1,Yes,,,,Yes,,
15606,8/22/19,The New York Athletic Club,Electronic,Yes,13,Yes,Yes,,Yes,Yes,,
15614,8/22/19,Discover Financial Services,Electronic,,17,,,,Yes,,,
15590,8/22/19,"Eye Safety Systems, Inc. (ESS)",Electronic,Yes,138,,,,Yes,Yes,,
15591,8/22/19,Massachusetts Mutual Life Insurance Company,Paper,,1,Yes,,,,Yes,,
15592,8/22/19,Abington Bank,Electronic,,1,,,,Yes,,,
15593,8/22/19,Abington Bank,Electronic,,1,,,,Yes,,,
15594,8/22/19,Discover Financial Services,Electronic,,51,,,,Yes,,,
15595,8/22/19,Discover Financial Services,Electronic,,9,,,,Yes,,,
15596,8/22/19,Abington Bank,Electronic,,1,,,,Yes,,,
15597,8/22/19,Abington Bank,Electronic,,1,,,,Yes,,,
15598,8/22/19,Abington Bank,Electronic,,1,,,,Yes,,,
15599,8/22/19,"Pelican Products, Inc",Electronic,Yes,30,,,,Yes,Yes,,
15600,8/22/19,"Cornerstone, Inc.",Electronic,Yes,4,Yes,,Yes,,Yes,,
15615,8/23/19,Lyons Companies,Electronic,Yes,10,Yes,,,,Yes,,
15616,8/23/19,SagePoint Financials Inc.,Electronic,Yes,1,Yes,,,,Yes,,
15607,8/23/19,Southern New Hampshire University,Electronic,Yes,1,,Yes,,,Yes,,
15608,8/23/19,Discover Financial Services,Electronic,,132,,,,Yes,,,
15609,8/23/19,"Employer¶s Resource Council
(""ERC"")",Electronic,Yes,1,Yes,,,,Yes,,
15610,8/23/19,"Charles Schwab & Co., Inc.",Paper,Yes,1,,Yes,,,,,
15611,8/23/19,Discover Financial Services,Electronic,,2,,,,Yes,,,
15612,8/23/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15613,8/23/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15563,8/23/19,"Charles Schwab & Co., Inc",Paper,Yes,1,Yes,Yes,Yes,,Yes,,
15624,8/23/19,"Pediatric Physicians' Organization at Children's, LLC",Paper,,44,,Yes,,,,,
15625,8/25/19,"Environmental StoneWorks, LLC",Electronic,Yes,1,Yes,,,,Yes,,
15617,8/25/19,"Gorman Brothers, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
15619,8/26/19,NTCA-The Rural Broadband Association,Electronic,Yes,30,Yes,,,,Yes,,
15620,8/26/19,"Creation Entertainment, Inc.",Electronic,Yes,790,,,,Yes,,,
15621,8/26/19,Calibre CPA Group,Electronic,Yes,909,Yes,Yes,Yes,,Yes,,
15622,8/26/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15623,8/26/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15629,8/26/19,Wise Health System,Electronic,Yes,4,,,,,Yes,,
15630,8/26/19,Savers Bank,Electronic,,1,,,,Yes,,,
15626,8/27/19,Connecticut Laborers Fund Office,Electronic,Yes,119,Yes,,,,Yes,,
15627,8/27/19,THE VILLAGE BANK,Electronic,,3,,,,Yes,,,
15628,8/27/19,"Mobius Executive Leadership, LLC",Electronic,Yes,31,Yes,Yes,,Yes,Yes,,
15618,8/27/19,THE VILLAGE BANK,Electronic,,2,,,,Yes,,,
15566,8/28/19,Aviva Investors Americas LLC,Electronic,Yes,2,Yes,,,,Yes,,
15635,8/28/19,Oregon Judicial Department,Electronic,Yes,1,,Yes,,,Yes,,
15632,8/28/19,Eagle Bank,Electronic,,1,,,,Yes,,,
15633,8/28/19,Bank of America,Paper,Yes,6,,Yes,,,Yes,,
15634,8/29/19,The Village Bank,Electronic,,1,,,,Yes,,,
15646,8/29/19,"American Express Travel Related Services Company, Inc. and /or its Affiliates (""AXP"")",Electronic,,1,,,,Yes,,,
15636,8/29/19,Abington Bank,Electronic,,1,,,,Yes,,,
15637,8/29/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15638,8/29/19,"Corporate Creations International, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
15639,8/29/19,"Homeside Financial, LLC",Electronic,Yes,13,Yes,,,,Yes,,
15640,8/29/19,"American Express Travel Related Services Company, Inc. and /or its Affiliates",Electronic,,8,,,,Yes,,,
15641,8/29/19,"EmCare, Inc., Sheridan Healthcorp, Inc., and their affiliates",Electronic,Yes,23,Yes,,Yes,,Yes,,
15642,8/29/19,PW Companies LLC,Electronic,Yes,2,,,,Yes,,,
15643,8/29/19,"Communities Connected for Kids, Inc.",Electronic,Yes,164,Yes,Yes,Yes,Yes,Yes,,
15644,8/29/19,"Fedcap Rehabilitation Services, Inc.",Electronic,Yes,10,Yes,,Yes,Yes,Yes,,
15645,8/30/19,Cottingham & Butler Claims Services,Electronic,,1,Yes,,,,Yes,,
15651,8/30/19,SSI (US) Inc. d.b.a. Spencer Stuart Inc.,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,Yes
15652,8/30/19,"Counter Brands, LLC dba Beautycounter",Electronic,Yes,1,Yes,,,,Yes,,
15666,8/30/19,Adams Community Bank,Electronic,,2,,,,Yes,,,
15668,8/30/19,Adams Community Bank,Electronic,,1,,,,Yes,,,
15650,8/31/19,Signature Systems Group,Electronic,Yes,2,Yes,,,,Yes,,
15572,8/31/19,Webster Five Cents Savings Bank,Electronic,,86,,,,Yes,,,
15648,9/2/19,Children's Minnesota,Electronic,,1,,,,Yes,,,
15649,9/3/19,The MBA Tour,Electronic,Yes,1,Yes,,,,Yes,,
15653,9/3/19,The Northbridge Public Schools,Electronic,Yes,63,,,,Yes,Yes,,
15654,9/3/19,Carl's Golfland,Paper,,651,,,,Yes,Yes,,
15655,9/3/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15656,9/3/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15658,9/3/19,Brigham and Women's Hospital,Electronic,Yes,1,Yes,,,,Yes,,
15659,9/3/19,"Russell, Brier & Co. LLP",Electronic,Yes,2,,Yes,,,,,
15660,9/3/19,"National Meeting Company, Inc. d/b/a Henry V Events",Electronic,Yes,1,Yes,Yes,,,Yes,,
15661,9/3/19,DIRTT Environmental Solutions,Electronic,Yes,10,,,,Yes,Yes,,
15662,9/3/19,"Findaway, Inc.",Electronic,Yes,3,Yes,Yes,,,Yes,,
15663,9/4/19,The Village Bank,Electronic,,2,,,,Yes,,,
15657,9/4/19,mGage LLC,Electronic,Yes,4,Yes,,,,Yes,,
15670,9/4/19,The Village Bank,Electronic,,5,,,,Yes,,,
15554,9/4/19,"Entercom Massachusetts, LLC",Electronic,Yes,15,Yes,Yes,,Yes,Yes,,
15671,9/5/19,ST. MARY'S CREDIT UNION,Electronic,,1,,Yes,,Yes,,,
15672,9/5/19,"Southeastern Pennsylvania Transportation Authority (""SEPTA"")",Electronic,Yes,5,,,,Yes,,,
15673,9/5/19,Penn-Mar Human Services,Electronic,Yes,8,Yes,,,,Yes,,
15674,9/5/19,"Feld Entertainment, Inc.",Electronic,Yes,2,Yes,Yes,,,Yes,,
15669,9/5/19,Watertown Savings Bank,Electronic,,2,,,,Yes,,,
15667,9/6/19,Wall Street Greetings,Electronic,Yes,20,,,,Yes,Yes,,
15665,9/6/19,CafePress Inc.,Electronic,Yes,4643,Yes,,,Yes,Yes,,
15675,9/6/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15676,9/6/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15677,9/6/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15678,9/6/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15679,9/6/19,Polydeck Screen Corporation,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
15681,9/6/19,"Fanatics, Inc",Electronic,Yes,1,,,,Yes,,,
15682,9/9/19,"PayPal Holdings, Inc.",Electronic,Yes,3,,Yes,,Yes,Yes,,
15683,9/9/19,Main Street Bank,Electronic,,63,,,,Yes,,,
15684,9/9/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15685,9/9/19,Mutual One Bank,Electronic,,8,,,,Yes,,,
15686,9/9/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15687,9/9/19,Brixmor Property Group,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
15688,9/9/19,Woodforest National Bank,Electronic,Yes,7,,Yes,,Yes,,,
15680,9/9/19,JPMorgan Chase Bank NA,Electronic,Yes,14,,Yes,,Yes,Yes,,
15690,9/9/19,Central Michigan University,Electronic,Yes,2,Yes,Yes,,,Yes,,
15664,9/9/19,St. Mary's Credit Union,Electronic,,65,,Yes,,Yes,,,
15691,9/10/19,Rockland Trust,Paper,,2,,Yes,,,Yes,,
15692,9/10/19,Rockland Trust,Paper,,2,,Yes,,,Yes,,
15693,9/10/19,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
15694,9/10/19,THE VILLAGE BANK,Electronic,,1,,,,Yes,,,
15695,9/11/19,Northeastern Star Asset Management,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
15696,9/11/19,"Cornerstone Building Brands, Inc.",Electronic,Yes,12,Yes,Yes,Yes,Yes,Yes,,
15697,9/11/19,XTRA Lease LLC,Electronic,Yes,2,Yes,,Yes,,Yes,,
15698,9/11/19,"City Furniture, Inc.",Electronic,Yes,10,,,,Yes,,,
15699,9/11/19,Massachusetts Department of Transportation's RMV,Electronic,Yes,54,,,Yes,,Yes,,
15700,9/11/19,Massachusetts Department of Transportation's RMV,Electronic,Yes,178,,,Yes,,Yes,,
15894,9/11/19,Salem Five Cents Savings Bank,Electronic,,11,,,,Yes,,,
15701,9/12/19,Sarrell Dental,Electronic,Yes,17,Yes,,,,Yes,,
15702,9/12/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15703,9/12/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15704,9/12/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15705,9/12/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15706,9/12/19,Savers bank,Electronic,,44,,,,Yes,,,
15631,9/12/19,The Village Bank,Electronic,,1,,,,Yes,,,
15708,9/12/19,"Broome County, New York",Electronic,Yes,1,Yes,,,,Yes,,
15709,9/13/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15710,9/13/19,Securities Training Corporation,Electronic,Yes,21,,,,Yes,Yes,,
15711,9/13/19,People's United Bank,Paper,Yes,1,,Yes,,,Yes,,
15712,9/13/19,The Boeing Company,Electronic,Yes,1,Yes,,,,Yes,,Yes
